,Station,Dates,pH,Dissolved Oxygen (mg/L),Water Temperature (°C),Suspended solids (mg/L),Conductivity (μS/cm),5-Day Biochemical Oxygen Demand (mg/L),Ammonia-Nitrogen (mg/L),Total Phosphorus (mg/L),Nitrate-Nitrogen (mg/L),Nitrite-Nitrogen (mg/L)
587,TN4,2016-12-09,7.6,7.6,23.5,25.0,39099,1.4,0.38,0.14,0.25,0.028
588,TN5,2016-01-15,7.5,8.3,18.1,4.4,8525,10.0,0.65,0.1,0.7,0.056
589,TN5,2016-02-24,7.8,8.1,15.8,5.0,25071,1.2,0.32,0.07,0.33,0.025
590,TN5,2016-03-16,7.6,6.7,16.6,1.3,20753,2.3,0.48,0.12,0.68,0.028
591,TN5,2016-04-18,7.3,5.6,23.5,5.0,7901,2.3,0.68,0.1,0.83,0.08
592,TN5,2016-05-19,7.6,6.5,26.1,2.4,23383,1.7,0.36,0.09,0.36,0.038
593,TN5,2016-06-16,7.5,5.8,30.0,5.0,9082,1.0,0.37,0.13,0.97,0.1
594,TN5,2016-07-15,7.5,5.0,30.3,1.7,16508,2.0,0.67,0.14,0.67,0.072
595,TN5,2016-08-11,7.5,5.5,27.9,9.8,11727,2.0,0.85,0.12,0.76,0.075
596,TN5,2016-09-14,7.4,5.3,29.2,4.7,24592,1.1,0.48,0.09,0.59,0.078
597,TN5,2016-10-17,7.7,5.8,28.0,4.3,48208,0.9,0.25,0.11,0.15,0.022
598,TN5,2016-11-11,7.3,5.6,22.9,7.7,35512,1.0,0.4,0.08,0.34,0.036
599,TN5,2016-12-09,7.6,7.1,22.4,2.2,33269,1.0,0.14,0.13,0.25,0.03
600,TN6,2016-01-15,7.1,7.1,18.1,2.2,21604,2.3,0.57,0.09,0.52,0.039
601,TN6,2016-02-24,7.7,7.1,15.6,0.5,34186,1.0,0.32,0.07,0.31,0.025
602,TN6,2016-03-16,7.1,6.7,16.8,1.9,19962,2.1,0.44,0.11,0.33,0.024
603,TN6,2016-04-18,7.1,5.0,23.3,5.4,14004,3.7,0.78,0.1,0.81,0.096
604,TN6,2016-05-19,7.5,6.4,25.8,2.4,19468,2.1,0.34,0.15,0.35,0.04
605,TN6,2016-06-16,7.2,5.1,28.9,3.8,10531,1.1,0.7,0.16,0.58,0.11
606,TN6,2016-07-15,7.2,3.7,28.8,1.2,16915,2.0,0.77,0.18,0.47,0.089
607,TN6,2016-08-11,7.2,5.2,27.2,11.0,15876,2.0,0.65,0.13,0.65,0.083
608,TN6,2016-09-14,7.4,4.5,28.4,3.9,26877,1.3,0.53,0.1,0.56,0.1
609,TN6,2016-10-17,7.2,5.4,27.4,2.7,48274,0.9,0.29,0.08,0.13,0.021
610,TN6,2016-11-11,7.2,4.5,23.3,7.3,39225,1.4,0.64,0.08,0.23,0.044
611,TN6,2016-12-09,7.6,7.1,22.0,2.5,38229,3.2,0.65,0.11,0.18,0.027
612,TR12,2016-01-13,8.3,9.0,18.1,1.9,476,5.0,1.6,0.33,1.6,0.29
613,TR12,2016-02-18,8.2,9.6,15.6,17.0,372,13.0,1.9,0.39,1.6,0.24
614,TR12,2016-03-11,8.1,10.0,14.6,17.0,384,5.6,1.3,0.24,1.6,0.22
615,TR12,2016-04-11,8.0,8.5,21.8,15.0,178,4.4,0.95,0.17,1.3,0.11
616,TR12,2016-05-13,7.9,8.5,24.4,7.2,128,1.7,0.59,0.1,0.95,0.057
617,TR12,2016-06-10,7.5,7.8,30.3,5.4,850,6.0,5.5,0.53,1.0,0.57
618,TR12,2016-07-07,8.0,7.8,27.8,590.0,151,3.5,0.37,0.17,0.82,0.065
619,TR12,2016-08-04,7.7,7.9,27.2,9.3,99,3.5,0.29,0.09,0.56,0.032
620,TR12,2016-09-05,7.5,7.7,27.3,2.6,845,4.1,2.5,0.52,1.0,0.44
621,TR12,2016-10-13,7.8,8.5,24.2,5.3,186,1.7,0.58,0.17,1.2,0.18
622,TR12,2016-11-10,7.5,9.2,19.4,2.8,140,2.2,0.99,0.18,0.91,0.059
623,TR12,2016-12-07,7.8,9.1,20.1,2.9,388,2.2,1.1,0.21,1.0,0.17
624,TR12B,2016-01-13,7.3,10.1,18.7,1.0,75,0.5,0.028,0.08,1.4,0.007
625,TR12B,2016-02-18,7.4,10.2,15.2,0.5,89,0.3,0.041,0.07,1.3,0.009
626,TR12B,2016-03-11,7.3,10.5,14.6,0.5,57,0.3,0.035,0.06,1.4,0.009
627,TR12B,2016-04-11,7.3,8.7,21.6,4.4,87,0.4,0.043,0.07,1.2,0.01
628,TR12B,2016-05-13,7.3,8.3,25.4,1.0,56,0.3,0.044,0.05,0.83,0.006
629,TR12B,2016-06-10,7.2,8.2,28.4,1.0,50,0.5,0.042,0.05,0.69,0.012
630,TR12B,2016-07-07,7.3,8.0,28.9,1.9,95,1.2,0.046,0.05,0.71,0.015
631,TR12B,2016-08-04,7.1,7.9,25.8,3.0,75,0.6,0.045,0.07,0.81,0.009
632,TR12B,2016-09-05,7.2,8.5,25.9,0.8,84,0.3,0.029,0.05,0.56,0.006
633,TR12B,2016-10-13,7.3,8.9,24.1,2.0,100,0.4,0.065,0.07,1.0,0.047
634,TR12B,2016-11-10,7.2,9.9,19.1,1.5,78,0.2,0.044,0.04,0.6,0.015
635,TR12B,2016-12-07,7.5,9.7,20.2,0.6,47,0.2,0.026,0.04,0.79,0.004
636,TR12C,2016-01-13,7.7,8.5,18.7,1.7,138,5.7,1.3,0.28,1.5,0.13
637,TR12C,2016-02-18,7.7,9.2,16.1,1.1,178,7.6,1.6,0.27,1.4,0.19
638,TR12C,2016-03-11,7.5,9.6,15.1,2.8,175,4.1,1.3,0.18,1.5,0.1
639,TR12C,2016-04-11,7.4,7.9,22.2,9.2,186,4.5,1.2,0.23,1.3,0.09
640,TR12C,2016-05-13,7.6,8.5,25.3,2.8,180,2.5,0.45,0.14,1.2,0.071
641,TR12C,2016-06-10,7.8,8.2,29.0,4.3,189,2.4,0.36,0.15,1.1,0.14
642,TR12C,2016-07-07,7.6,8.0,28.6,5.2,186,1.7,0.36,0.11,0.98,0.071
643,TR12C,2016-08-04,7.5,7.5,26.7,10.0,94,1.8,0.25,0.17,1.0,0.045
644,TR12C,2016-09-05,7.5,8.1,26.2,2.2,105,1.4,0.45,0.16,0.86,0.066
645,TR12C,2016-10-13,7.7,8.2,24.3,2.4,163,2.1,0.61,0.14,1.1,0.078
646,TR12C,2016-11-10,7.5,8.9,19.7,2.6,108,1.8,0.52,0.1,0.88,0.07
647,TR12C,2016-12-07,7.6,9.3,20.4,2.1,140,2.5,0.6,0.11,0.84,0.057
648,TR12D,2016-01-13,7.7,9.6,18.3,1.5,61,0.1,0.045,0.02,0.75,0.007
649,TR12D,2016-02-18,7.5,10.2,14.5,4.4,53,0.1,0.01,0.07,0.45,0.002
650,TR12D,2016-03-11,7.4,10.3,14.4,0.5,58,0.1,0.008,0.02,0.53,0.002
651,TR12D,2016-04-11,7.4,8.8,21.0,1.4,31,0.4,0.014,0.02,0.7,0.002
652,TR12D,2016-05-13,7.1,8.5,24.3,1.4,54,0.1,0.024,0.03,0.5,0.002
653,TR12D,2016-06-10,7.1,8.1,26.0,0.5,55,0.2,0.017,0.02,0.4,0.002
654,TR12D,2016-07-07,7.1,7.8,27.7,0.6,60,0.9,0.027,0.03,0.46,0.003
655,TR12D,2016-08-04,7.3,8.2,24.7,0.8,31,0.2,0.01,0.02,0.52,0.002
656,TR12D,2016-09-05,7.3,8.4,24.9,0.8,53,0.1,0.014,0.03,0.23,0.002
657,TR12D,2016-10-13,7.4,8.7,23.1,0.5,61,0.2,0.03,0.03,0.28,0.004
658,TR12D,2016-11-10,7.3,9.6,18.4,0.7,51,0.1,0.014,0.02,0.17,0.015
659,TR12D,2016-12-07,7.5,9.4,19.3,0.8,47,0.1,0.005,0.02,0.31,0.002
660,TR12E,2016-01-13,7.5,9.3,18.8,2.0,224,0.4,0.055,0.02,0.66,0.004
661,TR12E,2016-02-18,7.5,9.9,16.5,9.0,110,1.2,0.06,0.06,0.58,0.002
662,TR12E,2016-03-11,7.4,10.0,16.2,2.4,132,0.3,0.038,0.03,0.69,0.008
663,TR12E,2016-04-11,7.4,8.6,22.0,6.0,160,1.6,0.11,0.05,0.76,0.017
664,TR12E,2016-05-13,8.0,8.4,24.7,8.4,700,0.5,0.065,0.04,0.94,0.014
665,TR12E,2016-06-10,8.0,8.0,27.2,1.4,1297,0.7,0.044,0.03,1.1,0.013
666,TR12E,2016-07-07,7.9,7.9,27.3,18.0,383,1.7,0.051,0.03,0.73,0.013
667,TR12E,2016-08-04,7.9,7.9,26.3,37.0,165,1.5,0.04,0.2,0.78,0.004
668,TR12E,2016-09-05,7.5,8.1,26.4,9.6,1900,0.2,0.044,0.09,0.92,0.003
669,TR12E,2016-10-13,7.8,8.4,24.5,4.4,2776,0.8,0.043,0.04,0.75,0.006
670,TR12E,2016-11-10,7.4,8.9,20.8,12.0,1202,0.2,0.058,0.06,0.66,0.006
671,TR12E,2016-12-07,7.9,9.1,20.1,34.0,2280,0.9,0.07,0.14,0.42,0.002
672,TR12F,2016-01-13,7.8,9.7,17.2,0.6,112,0.1,0.03,0.06,0.51,0.006
673,TR12F,2016-02-18,7.7,10.2,15.6,0.7,93,0.1,0.041,0.05,0.72,0.009
674,TR12F,2016-03-11,7.6,10.3,14.9,1.8,96,0.1,0.026,0.04,0.58,0.006
675,TR12F,2016-04-11,7.6,8.6,21.7,2.7,65,0.2,0.045,0.09,0.59,0.009
676,TR12F,2016-05-13,7.6,8.3,24.8,2.7,102,0.4,0.042,0.11,0.58,0.005
677,TR12F,2016-06-10,7.4,8.1,27.3,1.4,111,0.4,0.021,0.08,0.47,0.01
678,TR12F,2016-07-07,7.7,7.9,27.8,1.1,111,0.6,0.038,0.08,0.34,0.019
679,TR12F,2016-08-04,7.5,7.8,26.0,52.0,51,1.1,0.064,0.26,0.64,0.009
680,TR12F,2016-09-05,7.5,8.4,25.6,1.4,103,0.2,0.022,0.08,0.4,0.005
681,TR12F,2016-10-13,7.6,8.6,23.9,1.8,62,0.5,0.1,0.07,0.42,0.014
682,TR12F,2016-11-10,7.4,9.4,19.4,2.0,10,0.2,0.029,0.05,0.27,0.029
683,TR12F,2016-12-07,7.6,9.5,19.5,1.2,81,0.3,0.024,0.04,0.42,0.007
684,TR12G,2016-01-13,7.5,9.0,17.7,1.7,56,0.1,0.023,0.04,0.25,0.002
685,TR12G,2016-02-18,7.7,9.8,15.2,0.7,72,0.3,0.023,0.05,0.17,0.002
686,TR12G,2016-03-11,7.4,9.7,14.6,1.5,73,0.1,0.012,0.03,0.16,0.002
687,TR12G,2016-04-11,7.5,8.2,21.0,3.8,72,0.1,0.018,0.05,0.19,0.002
688,TR12G,2016-05-13,7.6,8.0,23.9,1.6,69,0.1,0.032,0.05,0.17,0.002
689,TR12G,2016-06-10,7.5,7.8,25.6,1.0,72,0.3,0.012,0.05,0.16,0.002
690,TR12G,2016-07-07,7.1,7.5,26.8,7.9,74,0.9,0.023,0.07,0.15,0.002
691,TR12G,2016-08-04,7.4,7.6,25.2,3.4,67,0.6,0.014,0.06,0.2,0.002
692,TR12G,2016-09-05,7.4,8.2,24.9,2.0,45,0.2,0.014,0.07,0.13,0.002
693,TR12G,2016-10-13,7.5,8.4,23.2,1.9,78,0.2,0.01,0.05,0.1,0.002
694,TR12G,2016-11-10,7.4,9.2,19.0,1.2,66,0.1,0.022,0.04,0.05,0.008
695,TR12G,2016-12-07,7.5,9.1,19.2,1.1,58,0.1,0.005,0.03,0.12,0.002
696,TR12H,2016-01-13,7.5,9.5,17.1,0.5,66,0.2,0.098,0.07,0.83,0.009
697,TR12H,2016-02-18,7.6,10.0,15.1,0.5,75,0.2,0.082,0.06,0.89,0.009
698,TR12H,2016-03-11,7.4,10.2,14.3,0.6,76,0.1,0.065,0.04,0.99,0.008
699,TR12H,2016-04-11,7.4,8.6,21.2,17.0,83,0.6,0.062,0.08,0.9,0.014
700,TR12H,2016-05-13,7.6,8.4,23.9,1.4,74,0.3,0.036,0.04,0.67,0.006
701,TR12H,2016-06-10,7.6,8.0,26.1,0.9,72,0.4,0.021,0.03,0.64,0.01
702,TR12H,2016-07-07,7.3,7.8,27.5,1.8,80,1.0,0.047,0.04,0.59,0.011
703,TR12H,2016-08-04,7.3,8.1,25.2,2.3,40,0.9,0.022,0.04,0.79,0.006
704,TR12H,2016-09-05,7.3,8.3,25.1,0.6,80,0.3,0.038,0.05,0.63,0.008
705,TR12H,2016-10-13,7.4,8.6,23.3,1.2,83,0.3,0.032,0.04,0.82,0.012
706,TR12H,2016-11-10,7.3,9.4,18.8,1.3,72,0.1,0.062,0.03,0.69,0.014
707,TR12H,2016-12-07,7.5,9.3,19.2,0.8,66,0.1,0.073,0.04,0.74,0.007
708,TR12I,2016-01-13,7.6,8.5,18.6,4.2,33868,4.3,0.38,0.06,0.25,0.019
709,TR12I,2016-02-18,7.1,8.4,16.1,1.3,10466,2.3,0.81,0.14,1.1,0.12
710,TR12I,2016-03-11,7.1,8.4,15.9,1.7,15636,1.4,0.62,0.11,0.86,0.054
711,TR12I,2016-04-11,7.4,7.6,22.0,5.2,5857,1.3,0.37,0.12,1.1,0.049
712,TR12I,2016-05-13,7.2,6.2,25.9,2.0,13844,1.9,0.62,0.09,0.59,0.039
713,TR12I,2016-06-10,7.1,5.5,28.0,1.8,15903,2.2,0.82,0.14,0.59,0.071
714,TR12I,2016-07-07,7.4,6.3,27.5,1.9,8602,1.0,0.37,0.08,0.77,0.031
715,TR12I,2016-08-04,7.5,7.7,25.9,1.5,2603,1.0,0.15,0.06,0.88,0.017
716,TR12I,2016-09-05,7.4,5.0,27.6,1.9,17788,1.5,1.2,0.23,0.71,0.084
717,TR12I,2016-10-13,7.9,5.7,25.8,2.1,14755,2.7,0.89,0.15,0.8,0.075
718,TR12I,2016-11-10,7.4,6.5,21.7,7.4,14505,3.2,0.83,0.15,0.67,0.044
719,TR12I,2016-12-07,7.3,6.8,21.3,5.0,15128,1.8,0.66,0.12,0.67,0.065
720,TR13,2016-01-08,7.1,7.7,19.7,2.4,18917,1.1,0.25,0.09,0.43,0.02
721,TR13,2016-02-20,7.1,8.2,16.4,1.1,12671,4.7,0.3,0.08,0.61,0.032
722,TR13,2016-03-07,7.2,6.9,19.9,0.6,17599,0.9,0.31,0.08,0.47,0.03
723,TR13,2016-04-08,7.4,7.9,23.4,2.8,8909,0.6,0.19,0.08,0.61,0.033
724,TR13,2016-05-06,7.4,6.7,26.6,1.5,17163,0.5,0.18,0.08,0.42,0.022
725,TR13,2016-06-03,7.3,5.5,28.4,14.0,31436,0.9,0.19,0.09,0.25,0.022
726,TR13,2016-07-08,7.5,6.1,29.4,2.6,20549,0.1,0.19,0.06,0.28,0.012
727,TR13,2016-08-05,7.3,7.2,26.3,1.8,8647,0.3,0.12,0.04,0.86,0.007
728,TR13,2016-09-07,7.5,6.5,26.5,1.4,18052,0.1,0.23,0.06,0.36,0.014
729,TR13,2016-10-07,7.2,7.3,27.1,3.0,12109,1.0,0.12,0.05,0.35,0.011
730,TR13,2016-11-07,7.4,7.9,23.7,1.9,7531,0.6,0.12,0.05,0.54,0.016
731,TR13,2016-12-10,7.4,7.3,20.5,2.0,17165,0.7,0.16,0.07,0.34,0.018
732,TR14,2016-01-08,7.3,9.2,18.1,1.6,1164,0.1,0.041,0.03,0.21,0.004
733,TR14,2016-02-20,7.7,9.9,15.4,0.7,424,0.3,0.053,0.02,0.33,0.002
734,TR14,2016-03-07,7.9,9.3,18.3,1.0,628,0.3,0.042,0.02,0.23,0.002
735,TR14,2016-04-08,7.7,8.6,22.0,7.0,2187,0.1,0.022,0.02,0.19,0.007
736,TR14,2016-05-06,7.2,7.4,24.7,2.0,9419,0.1,0.051,0.03,0.23,0.002
737,TR14,2016-06-03,7.1,7.0,27.2,70.0,22601,0.4,0.12,0.04,0.19,0.003
738,TR14,2016-07-08,7.3,7.1,27.3,3.9,9746,0.1,0.082,0.03,0.32,0.004
739,TR14,2016-08-05,7.4,7.4,27.0,3.2,1701,0.6,0.092,0.04,0.6,0.003
740,TR14,2016-09-07,7.6,7.9,25.1,3.9,548,0.1,0.082,0.04,0.36,0.005
741,TR14,2016-10-07,7.7,7.9,26.0,3.0,1401,0.6,0.046,0.03,0.2,0.003
742,TR14,2016-11-07,7.5,8.7,22.3,1.4,1678,0.1,0.042,0.02,0.24,0.002
743,TR14,2016-12-10,7.4,9.3,18.5,1.7,2390,0.7,0.059,0.03,0.23,0.002
744,TR17,2016-01-11,9.3,9.2,20.2,9.4,561,1.6,0.034,0.19,1.2,0.017
745,TR17,2016-02-15,9.4,10.6,15.1,2.2,237,1.2,0.085,0.23,0.8,0.1
746,TR17,2016-03-03,9.2,10.2,19.8,12.0,334,25.0,0.016,0.15,0.68,0.063
747,TR17,2016-04-07,9.1,8.9,26.4,8.3,1150,2.4,0.052,0.08,1.1,0.083
748,TR17,2016-05-12,7.7,8.7,24.7,5.6,1711,3.6,0.17,0.09,0.88,0.006
749,TR17,2016-06-06,7.6,8.3,24.4,7.8,94,2.9,0.023,0.14,0.63,0.014
750,TR17,2016-07-11,7.9,8.2,27.1,3.1,1910,1.6,0.017,0.02,0.62,0.004
751,TR17,2016-08-08,8.1,7.7,28.4,9.4,934,5.5,0.016,0.08,0.65,0.15
752,TR17,2016-09-08,7.3,7.1,26.0,5.6,969,30.0,0.021,0.07,0.4,0.002
753,TR17,2016-10-12,7.9,8.6,24.4,3.4,1194,8.4,0.12,0.12,1.1,0.013
754,TR17,2016-11-09,7.4,8.8,21.6,5.2,1033,2.8,0.13,0.06,0.69,0.008
755,TR17,2016-12-05,8.4,9.1,21.6,2.2,284,1.6,0.02,0.03,0.22,0.006
756,TR17L,2016-01-11,8.7,8.5,19.9,12.0,8819,1.6,0.19,0.11,0.85,0.023
757,TR17L,2016-02-15,8.3,8.4,16.1,3.6,22585,2.3,0.2,0.07,0.57,0.027
758,TR17L,2016-03-03,7.9,7.0,19.6,2.2,16922,6.3,0.53,0.1,0.61,0.054
759,TR17L,2016-04-07,7.9,7.3,24.3,3.0,29961,2.3,0.39,0.07,0.43,0.035
760,TR17L,2016-05-12,7.5,7.2,24.6,7.3,4909,0.9,0.47,0.11,0.94,0.026
761,TR17L,2016-06-06,7.5,8.2,24.6,2.4,634,1.7,0.042,0.07,0.55,0.012
762,TR17L,2016-07-11,7.8,6.3,28.2,4.0,14722,2.5,0.18,0.07,0.55,0.057
763,TR17L,2016-08-08,7.5,6.1,29.5,2.8,19977,2.4,0.13,0.08,0.5,0.015
764,TR17L,2016-09-08,7.2,5.9,27.3,3.7,11026,5.5,0.17,0.09,0.63,0.025
765,TR17L,2016-10-12,7.3,7.3,24.9,2.1,11846,2.5,0.58,0.09,0.67,0.029
766,TR17L,2016-11-09,7.3,7.2,23.8,8.6,26035,3.6,0.42,0.07,0.43,0.023
767,TR17L,2016-12-05,7.5,8.4,22.4,3.4,5239,4.6,0.13,0.06,0.26,0.011
768,TR19,2016-01-11,7.8,9.6,20.1,4.8,975,1.7,0.012,0.08,0.96,0.021
769,TR19,2016-02-15,8.7,11.8,17.2,1.6,406,0.1,0.058,0.04,0.99,0.006
770,TR19,2016-03-03,8.7,10.5,21.8,1.2,428,2.1,0.11,0.08,0.98,0.012
771,TR19,2016-04-07,8.3,11.9,25.8,3.0,3215,2.7,0.11,0.04,0.67,0.012
772,TR19,2016-05-12,7.8,8.3,26.2,3.4,2063,1.0,0.13,0.05,0.91,0.022
773,TR19,2016-06-06,7.6,8.1,25.0,11.0,71,3.4,0.05,0.16,0.31,0.011
774,TR19,2016-07-11,7.8,8.1,26.6,9.2,641,0.9,0.045,0.05,0.59,0.02
775,TR19,2016-08-08,7.7,9.4,30.1,1.4,1532,0.1,0.021,0.02,0.81,0.011
776,TR19,2016-09-08,7.3,8.7,26.0,1.8,742,0.8,0.03,0.04,0.93,0.006
777,TR19,2016-10-12,7.8,9.0,25.0,1.5,1021,0.6,0.016,0.03,1.0,0.006
778,TR19,2016-11-09,7.4,9.3,22.2,3.0,777,0.8,0.081,0.03,0.9,0.022
779,TR19,2016-12-05,7.5,9.0,22.9,4.1,632,0.8,0.027,0.03,0.48,0.009
780,TR19A,2016-01-11,8.3,9.3,19.9,7.0,247,1.1,0.045,0.06,0.84,0.011
781,TR19A,2016-02-15,9.4,10.4,16.8,2.2,554,0.1,0.026,0.02,0.99,0.007
782,TR19A,2016-03-03,9.5,9.5,20.6,2.5,239,0.9,0.026,0.02,1.0,0.006
783,TR19A,2016-04-07,8.8,9.1,25.8,1.8,466,0.7,0.034,0.02,0.89,0.009
784,TR19A,2016-05-12,8.5,8.2,27.0,4.6,1104,0.7,0.023,0.03,0.92,0.009
785,TR19A,2016-06-06,8.2,8.1,25.2,14.0,51,3.0,0.031,0.08,0.28,0.012
786,TR19A,2016-07-11,8.4,8.1,26.8,5.8,141,0.6,0.061,0.04,0.57,0.023
787,TR19A,2016-08-08,7.9,8.6,30.9,1.0,349,0.2,0.033,0.02,0.99,0.009
788,TR19A,2016-09-08,7.4,8.5,26.0,2.4,256,0.8,0.027,0.03,1.0,0.005
789,TR19A,2016-10-12,7.9,8.7,25.4,1.2,430,1.0,0.016,0.03,1.3,0.009
790,TR19A,2016-11-09,7.5,9.1,22.4,6.3,301,0.7,0.032,0.02,1.3,0.009
791,TR19A,2016-12-05,7.8,9.0,22.8,5.7,110,0.7,0.012,0.02,0.38,0.006
792,TR19C,2016-01-11,7.9,9.4,19.8,4.6,786,1.0,0.02,0.05,1.0,0.009
793,TR19C,2016-02-15,8.9,11.0,16.8,2.3,422,0.3,0.097,0.04,0.94,0.007
794,TR19C,2016-03-03,9.0,10.4,21.1,2.4,423,1.5,0.11,0.07,0.93,0.011
795,TR19C,2016-04-07,8.2,10.8,24.7,3.8,3099,1.8,0.1,0.04,0.83,0.012
796,TR19C,2016-05-12,8.0,8.3,25.7,2.5,2013,0.5,0.091,0.04,0.85,0.008
797,TR19C,2016-06-06,7.8,8.1,25.1,140.0,72,3.9,0.035,0.12,0.26,0.012
798,TR19C,2016-07-11,8.0,8.0,26.4,10.0,639,1.1,0.044,0.07,0.52,0.036
799,TR19C,2016-08-08,7.6,8.8,29.6,2.1,1483,0.1,0.034,0.02,0.8,0.011
800,TR19C,2016-09-08,7.3,8.4,25.7,2.0,660,0.6,0.024,0.03,0.97,0.008
801,TR19C,2016-10-12,7.7,8.6,24.6,2.0,985,0.7,0.017,0.03,1.0,0.007
802,TR19C,2016-11-09,7.4,9.0,22.2,3.4,790,0.7,0.075,0.02,0.91,0.015
803,TR19C,2016-12-05,7.4,9.0,22.7,4.9,605,0.5,0.032,0.02,0.5,0.005
804,TR19I,2016-01-11,8.2,7.7,19.3,5.4,18928,3.8,0.32,0.09,0.55,0.03
805,TR19I,2016-02-15,8.2,9.0,17.0,3.5,35244,3.3,0.09,0.09,0.036,0.003
806,TR19I,2016-03-03,7.9,8.1,19.6,2.4,28607,4.4,0.25,0.11,0.42,0.019
807,TR19I,2016-04-07,8.2,8.7,25.7,5.1,27236,3.6,0.17,0.09,0.47,0.029
808,TR19I,2016-05-12,7.5,7.2,25.2,4.4,4582,0.6,0.29,0.06,0.78,0.02
809,TR19I,2016-06-06,7.2,7.2,25.2,59.0,6188,2.6,0.12,0.09,0.34,0.026
810,TR19I,2016-07-11,7.8,5.4,29.7,5.1,38466,2.9,0.12,0.05,0.19,0.002
811,TR19I,2016-08-08,7.7,6.2,29.7,2.0,25351,1.2,0.087,0.08,0.26,0.008
812,TR19I,2016-09-08,7.2,5.5,28.1,3.4,24957,1.5,0.2,0.06,0.42,0.016
813,TR19I,2016-10-12,7.4,7.4,25.6,2.8,26625,2.8,0.15,0.03,0.33,0.012
814,TR19I,2016-11-09,7.3,6.3,24.4,10.0,36307,2.4,0.23,0.05,0.21,0.021
815,TR19I,2016-12-05,7.8,6.8,23.7,1.9,33847,2.0,0.13,0.03,0.22,0.011
816,TR20B,2016-01-11,8.3,9.1,20.0,13.0,474,3.1,0.081,0.08,1.5,0.066
817,TR20B,2016-02-15,10.2,9.5,17.6,0.8,239,0.3,0.05,0.02,1.3,0.017
818,TR20B,2016-03-03,11.4,9.5,18.2,19.0,861,1.2,0.12,0.03,1.5,0.079
819,TR20B,2016-04-07,9.7,8.7,21.9,1.1,194,0.1,0.067,0.02,1.3,0.019
820,TR20B,2016-05-12,9.4,8.3,24.1,0.9,210,0.5,0.058,0.03,0.89,0.011
821,TR20B,2016-06-06,8.7,8.1,25.0,77.0,136,2.2,0.067,0.67,0.51,0.018
822,TR20B,2016-07-11,9.2,7.9,26.4,23.0,182,1.3,0.049,0.05,0.68,0.012
823,TR20B,2016-08-08,7.6,7.9,26.6,4.3,191,0.2,0.033,0.03,0.84,0.006
824,TR20B,2016-09-08,7.5,8.2,25.3,4.6,142,0.5,0.086,0.03,0.92,0.006
825,TR20B,2016-10-12,8.2,8.3,24.9,3.1,123,0.4,0.034,0.03,0.99,0.004
826,TR20B,2016-11-09,7.5,8.7,23.0,3.2,133,0.1,0.048,0.02,0.86,0.006
827,TR20B,2016-12-05,7.6,8.6,22.5,0.5,105,0.1,0.007,0.06,0.56,0.002
828,TR23A,2016-01-11,7.4,8.3,19.6,6.5,11653,1.7,0.15,0.06,0.54,0.014
829,TR23A,2016-02-15,8.1,9.3,15.2,0.8,9069,0.6,0.11,0.04,0.5,0.004
830,TR23A,2016-03-03,8.1,8.5,19.1,1.3,14432,0.9,0.14,0.04,0.39,0.007
831,TR23A,2016-04-07,7.7,7.0,22.1,9.2,30436,2.5,2.5,0.22,0.25,0.02
832,TR23A,2016-05-12,7.5,6.6,23.8,6.0,7440,7.5,0.9,0.13,0.45,0.018
833,TR23A,2016-06-06,7.6,8.0,25.0,39.0,746,4.6,0.13,0.18,0.29,0.016
834,TR23A,2016-07-11,7.5,6.3,28.0,5.8,8861,2.9,0.77,0.12,0.35,0.027
835,TR23A,2016-08-08,7.4,5.7,28.1,4.8,14146,2.7,1.3,0.18,0.25,0.01
836,TR23A,2016-09-08,7.3,6.8,26.6,2.6,13331,0.8,0.17,0.04,0.39,0.008
837,TR23A,2016-10-12,7.2,7.2,25.5,1.5,13773,1.1,0.22,0.05,0.42,0.011
838,TR23A,2016-11-09,7.3,6.2,24.6,3.5,16524,2.1,0.83,0.07,0.35,0.015
839,TR23A,2016-12-05,7.3,7.3,23.0,3.4,12085,1.6,0.49,0.05,0.33,0.013
840,TR23L,2016-01-11,8.6,9.4,19.3,1.5,316,0.5,0.009,0.02,0.3,0.006
841,TR23L,2016-02-15,8.8,10.1,16.6,0.5,305,0.1,0.02,0.02,0.18,0.003
842,TR23L,2016-03-03,8.9,10.1,17.6,1.0,267,0.4,0.011,0.02,0.35,0.002
843,TR23L,2016-04-07,8.9,8.8,23.3,7.1,503,0.6,0.03,0.15,0.27,0.002
844,TR23L,2016-05-12,8.3,8.7,24.0,0.5,172,0.2,0.013,0.02,0.26,0.002
845,TR23L,2016-06-06,8.1,8.2,24.3,80.0,47,1.9,0.015,0.04,0.22,0.005
846,TR23L,2016-07-11,8.4,8.1,26.5,1.3,259,0.1,0.012,0.02,0.17,0.002
847,TR23L,2016-08-08,8.6,7.8,28.3,1.0,443,0.1,0.016,0.02,0.21,0.002
848,TR23L,2016-09-08,7.3,8.4,25.8,1.3,255,0.4,0.009,0.02,0.21,0.002
849,TR23L,2016-10-12,8.5,8.6,24.1,0.7,352,0.3,0.008,0.02,0.19,0.003
850,TR23L,2016-11-09,7.4,9.0,21.8,1.2,318,0.6,0.021,0.02,0.16,0.012
851,TR23L,2016-12-05,8.6,9.2,23.1,0.5,304,0.5,0.005,0.02,0.17,0.002
